heap_len	heap_nanos	heap_iterations	heap_clones	heap_mc_len	heap_mc_nanos	heap_mc_iterations	heap_mc_clones	heap_circuit	heap_mc_circuit	
37772.758077	501079900	36596	36595	37772.758077	6996400	203	120	[{"x":3264.004646507598,"y":9622.846087144884},{"x":757.5258057822351,"y":6980.258298461443},{"x":1114.711535754186,"y":2118.5621103400135},{"x":1013.4533152305695,"y":1845.0912218130213},{"x":4323.258821769153,"y":384.9623559147992},{"x":5101.027428796097,"y":132.601859887948},{"x":6156.633244573385,"y":825.1227136961803},{"x":6245.9485366769,"y":492.15018221291194},{"x":9073.132648985098,"y":495.8525591471715},{"x":7390.325226571429,"y":1198.9169429242102},{"x":6473.435521757301,"y":2311.8895094785094},{"x":7117.278326724301,"y":3457.4430911512227},{"x":5670.963975321898,"y":5988.170365452143},{"x":4201.4641701066885,"y":6246.727965309067},{"x":4590.017546341302,"y":6364.759254150113},{"x":8620.572547792735,"y":8185.700511410886},{"x":6905.505423898524,"y":9183.750271094146},{"x":4580.3133149066425,"y":8356.582712380925}]	[{"x":3264.004646507598,"y":9622.846087144884},{"x":757.5258057822351,"y":6980.258298461443},{"x":1114.711535754186,"y":2118.5621103400135},{"x":1013.4533152305695,"y":1845.0912218130213},{"x":4323.258821769153,"y":384.9623559147992},{"x":5101.027428796097,"y":132.601859887948},{"x":6156.633244573385,"y":825.1227136961803},{"x":6245.9485366769,"y":492.15018221291194},{"x":9073.132648985098,"y":495.8525591471715},{"x":7390.325226571429,"y":1198.9169429242102},{"x":6473.435521757301,"y":2311.8895094785094},{"x":7117.278326724301,"y":3457.4430911512227},{"x":5670.963975321898,"y":5988.170365452143},{"x":4201.4641701066885,"y":6246.727965309067},{"x":4590.017546341302,"y":6364.759254150113},{"x":8620.572547792735,"y":8185.700511410886},{"x":6905.505423898524,"y":9183.750271094146},{"x":4580.3133149066425,"y":8356.582712380925}]	
39209.246052	718665700	49919	49918	39209.246052	1999800	52	30	[{"x":8848.94477450676,"y":8408.578386686886},{"x":5024.994939262878,"y":8504.853367003707},{"x":5193.800839534145,"y":6440.39445856999},{"x":3928.1295923735015,"y":6015.934249858806},{"x":2628.577759535014,"y":6777.01634942823},{"x":250.5829342185522,"y":8901.140964220858},{"x":538.1197941483173,"y":7116.564042344855},{"x":1542.4958012778338,"y":5620.869795302029},{"x":1703.8290230221166,"y":2893.5697021561223},{"x":911.6152141123349,"y":3127.7640315461867},{"x":282.98531806478746,"y":2306.7516075101976},{"x":1220.8979515870888,"y":28.14659969320092},{"x":3724.8996198097634,"y":1068.909299998483},{"x":5465.819766969822,"y":1149.3441771199302},{"x":7716.921516706494,"y":1051.3020929381587},{"x":9656.393143468662,"y":1738.3349850561328},{"x":7537.435454198547,"y":3464.18186112181},{"x":7747.9566529224685,"y":4001.8758859455615}]	[{"x":8848.94477450676,"y":8408.578386686886},{"x":5024.994939262878,"y":8504.853367003707},{"x":5193.800839534145,"y":6440.39445856999},{"x":3928.1295923735015,"y":6015.934249858806},{"x":2628.577759535014,"y":6777.01634942823},{"x":250.5829342185522,"y":8901.140964220858},{"x":538.1197941483173,"y":7116.564042344855},{"x":1542.4958012778338,"y":5620.869795302029},{"x":1703.8290230221166,"y":2893.5697021561223},{"x":911.6152141123349,"y":3127.7640315461867},{"x":282.98531806478746,"y":2306.7516075101976},{"x":1220.8979515870888,"y":28.14659969320092},{"x":3724.8996198097634,"y":1068.909299998483},{"x":5465.819766969822,"y":1149.3441771199302},{"x":7716.921516706494,"y":1051.3020929381587},{"x":9656.393143468662,"y":1738.3349850561328},{"x":7537.435454198547,"y":3464.18186112181},{"x":7747.9566529224685,"y":4001.8758859455615}]	
37957.365854	3523565600	233158	233157	37957.365854	23155400	830	412	[{"x":9740.091600345086,"y":8956.471916753027},{"x":8733.954171568323,"y":7371.502196990453},{"x":6934.578430830676,"y":5232.327222718083},{"x":3481.605196971041,"y":7314.056417896897},{"x":3941.7100795285937,"y":5146.822006757159},{"x":2982.9406369101916,"y":3788.273124777468},{"x":2700.4388931251606,"y":3245.044395895451},{"x":1513.951535889034,"y":3132.592400904459},{"x":1274.7403341731954,"y":3445.3044032128078},{"x":318.44606369427754,"y":4362.283252240211},{"x":687.3868178195789,"y":1421.1898658201317},{"x":5871.106509038073,"y":102.64961098790413},{"x":6155.987292838363,"y":1713.988747034023},{"x":7960.075789149966,"y":909.0662766343702},{"x":8133.439389149005,"y":2197.6041473471},{"x":7103.148080150085,"y":2994.9007531742823},{"x":8343.555905573927,"y":4187.638543302035},{"x":9547.32056968983,"y":4645.46040741882}]	[{"x":9740.091600345086,"y":8956.471916753027},{"x":8733.954171568323,"y":7371.502196990453},{"x":6934.578430830676,"y":5232.327222718083},{"x":3481.605196971041,"y":7314.056417896897},{"x":3941.7100795285937,"y":5146.822006757159},{"x":2982.9406369101916,"y":3788.273124777468},{"x":2700.4388931251606,"y":3245.044395895451},{"x":1513.951535889034,"y":3132.592400904459},{"x":1274.7403341731954,"y":3445.3044032128078},{"x":318.44606369427754,"y":4362.283252240211},{"x":687.3868178195789,"y":1421.1898658201317},{"x":5871.106509038073,"y":102.64961098790413},{"x":6155.987292838363,"y":1713.988747034023},{"x":7960.075789149966,"y":909.0662766343702},{"x":8133.439389149005,"y":2197.6041473471},{"x":7103.148080150085,"y":2994.9007531742823},{"x":8343.555905573927,"y":4187.638543302035},{"x":9547.32056968983,"y":4645.46040741882}]	
27164.810865	122457700	11561	11560	27164.810865	2000600	62	38	[{"x":6234.829886256737,"y":8966.021209456074},{"x":3627.729741730603,"y":8002.993345350551},{"x":1738.7915647066404,"y":8060.86178427218},{"x":1864.919528760684,"y":7277.641182360918},{"x":385.82382377374705,"y":6385.609836115941},{"x":2597.227980814567,"y":5257.151657682582},{"x":1416.5304494908673,"y":4222.513300275663},{"x":1158.8826014271585,"y":3681.208637482419},{"x":1625.7079579012882,"y":3063.166507865136},{"x":1459.7781955504101,"y":1823.0612171009534},{"x":2528.323445239332,"y":2631.2485470332763},{"x":3505.486539834735,"y":2057.006727565717},{"x":3656.1941364790223,"y":1230.8531189694252},{"x":4501.411291417219,"y":1975.546316862572},{"x":6964.512056274363,"y":3585.422862472711},{"x":7627.268198959312,"y":4829.006092984354},{"x":7455.596130116738,"y":5905.726458163044},{"x":7589.9066953541,"y":6033.154055184557}]	[{"x":6234.829886256737,"y":8966.021209456074},{"x":3627.729741730603,"y":8002.993345350551},{"x":1738.7915647066404,"y":8060.86178427218},{"x":1864.919528760684,"y":7277.641182360918},{"x":385.82382377374705,"y":6385.609836115941},{"x":2597.227980814567,"y":5257.151657682582},{"x":1416.5304494908673,"y":4222.513300275663},{"x":1158.8826014271585,"y":3681.208637482419},{"x":1625.7079579012882,"y":3063.166507865136},{"x":1459.7781955504101,"y":1823.0612171009534},{"x":2528.323445239332,"y":2631.2485470332763},{"x":3505.486539834735,"y":2057.006727565717},{"x":3656.1941364790223,"y":1230.8531189694252},{"x":4501.411291417219,"y":1975.546316862572},{"x":6964.512056274363,"y":3585.422862472711},{"x":7627.268198959312,"y":4829.006092984354},{"x":7455.596130116738,"y":5905.726458163044},{"x":7589.9066953541,"y":6033.154055184557}]	
40401.624973	798595300	62829	62828	40401.624973	9516300	256	229	[{"x":2537.8443314371825,"y":9158.457523415735},{"x":282.31839067473294,"y":5976.731848443602},{"x":4781.497748882838,"y":4234.259355951449},{"x":3106.641866746133,"y":1975.9815825192545},{"x":2106.7205426509677,"y":1549.7400274349202},{"x":952.6277404364715,"y":785.6500533264938},{"x":233.34157134979236,"y":129.3143427654329},{"x":4538.061398015147,"y":613.4401744804184},{"x":5827.772044324222,"y":1207.1072037244585},{"x":6891.0562685087025,"y":1571.3076041181323},{"x":8798.458329587142,"y":1617.6757659051448},{"x":8841.600225878676,"y":821.6497804782409},{"x":9884.008802509863,"y":454.32652827079465},{"x":9946.544549601562,"y":3852.8586343008024},{"x":8153.567090760714,"y":5259.779407037922},{"x":6571.451000947406,"y":7018.302292122928},{"x":6773.509227530179,"y":9294.167231730424},{"x":6487.920075950034,"y":9614.962400086664}]	[{"x":2537.8443314371825,"y":9158.457523415735},{"x":282.31839067473294,"y":5976.731848443602},{"x":4781.497748882838,"y":4234.259355951449},{"x":3106.641866746133,"y":1975.9815825192545},{"x":2106.7205426509677,"y":1549.7400274349202},{"x":952.6277404364715,"y":785.6500533264938},{"x":233.34157134979236,"y":129.3143427654329},{"x":4538.061398015147,"y":613.4401744804184},{"x":5827.772044324222,"y":1207.1072037244585},{"x":6891.0562685087025,"y":1571.3076041181323},{"x":8798.458329587142,"y":1617.6757659051448},{"x":8841.600225878676,"y":821.6497804782409},{"x":9884.008802509863,"y":454.32652827079465},{"x":9946.544549601562,"y":3852.8586343008024},{"x":8153.567090760714,"y":5259.779407037922},{"x":6571.451000947406,"y":7018.302292122928},{"x":6773.509227530179,"y":9294.167231730424},{"x":6487.920075950034,"y":9614.962400086664}]	
33199.054389	215716000	18541	18540	33199.054389	6131600	186	96	[{"x":8863.395407343569,"y":7038.839031851048},{"x":4772.991843257619,"y":7266.830030040672},{"x":4371.449051516419,"y":7749.856194116756},{"x":2226.12735891549,"y":9140.35277739244},{"x":1219.9935007522222,"y":8749.553199241727},{"x":744.9881096541587,"y":7793.290269116524},{"x":1389.9060053265362,"y":7430.280678093045},{"x":1994.386862085311,"y":4248.838575939347},{"x":686.6317762485297,"y":2222.3136286854074},{"x":372.43426954430475,"y":2123.8588193742817},{"x":1446.1107821749308,"y":1387.5760041299345},{"x":1531.9124547316294,"y":1043.5581126163552},{"x":1765.2997377449437,"y":1690.6131590304929},{"x":5372.505640013507,"y":597.8889386523819},{"x":4877.632731219874,"y":2047.7727767001777},{"x":4209.805717175435,"y":3770.038767317904},{"x":6237.349509246573,"y":4639.247034702389},{"x":9117.697390390666,"y":4580.522591621783}]	[{"x":8863.395407343569,"y":7038.839031851048},{"x":4772.991843257619,"y":7266.830030040672},{"x":4371.449051516419,"y":7749.856194116756},{"x":2226.12735891549,"y":9140.35277739244},{"x":1219.9935007522222,"y":8749.553199241727},{"x":744.9881096541587,"y":7793.290269116524},{"x":1389.9060053265362,"y":7430.280678093045},{"x":1994.386862085311,"y":4248.838575939347},{"x":686.6317762485297,"y":2222.3136286854074},{"x":372.43426954430475,"y":2123.8588193742817},{"x":1446.1107821749308,"y":1387.5760041299345},{"x":1531.9124547316294,"y":1043.5581126163552},{"x":1765.2997377449437,"y":1690.6131590304929},{"x":5372.505640013507,"y":597.8889386523819},{"x":4877.632731219874,"y":2047.7727767001777},{"x":4209.805717175435,"y":3770.038767317904},{"x":6237.349509246573,"y":4639.247034702389},{"x":9117.697390390666,"y":4580.522591621783}]	
34592.852882	989973300	72876	72875	34592.852882	9508300	270	176	[{"x":6371.815554695779,"y":363.1435648981715},{"x":7985.131656533014,"y":1648.6349382706696},{"x":7874.0817546437065,"y":4491.09231136166},{"x":6606.928899113217,"y":5085.240549276644},{"x":7917.819329975657,"y":7120.195247422737},{"x":8368.087496995671,"y":7677.076752451339},{"x":3741.008569378356,"y":7755.970671352603},{"x":2864.673489790797,"y":9851.729322141997},{"x":2724.3711395906716,"y":9452.910453179602},{"x":480.572626118581,"y":8236.823645595226},{"x":1135.9758828067415,"y":7077.60829363482},{"x":1524.8328343911435,"y":6793.450664009739},{"x":2526.911078004506,"y":7036.592707190575},{"x":2369.950414896427,"y":4864.6130942569625},{"x":443.18319125993463,"y":4645.56082383812},{"x":593.7295403053512,"y":4443.205923659989},{"x":1530.684525466763,"y":1558.9231071659372},{"x":5515.346897670645,"y":838.0775072500492}]	[{"x":6371.815554695779,"y":363.1435648981715},{"x":7985.131656533014,"y":1648.6349382706696},{"x":7874.0817546437065,"y":4491.09231136166},{"x":6606.928899113217,"y":5085.240549276644},{"x":7917.819329975657,"y":7120.195247422737},{"x":8368.087496995671,"y":7677.076752451339},{"x":3741.008569378356,"y":7755.970671352603},{"x":2864.673489790797,"y":9851.729322141997},{"x":2724.3711395906716,"y":9452.910453179602},{"x":480.572626118581,"y":8236.823645595226},{"x":1135.9758828067415,"y":7077.60829363482},{"x":1524.8328343911435,"y":6793.450664009739},{"x":2526.911078004506,"y":7036.592707190575},{"x":2369.950414896427,"y":4864.6130942569625},{"x":443.18319125993463,"y":4645.56082383812},{"x":593.7295403053512,"y":4443.205923659989},{"x":1530.684525466763,"y":1558.9231071659372},{"x":5515.346897670645,"y":838.0775072500492}]	
35059.996279	88078700	8924	8923	35059.996279	1000400	52	23	[{"x":698.8509238890288,"y":8449.446602352638},{"x":593.2497893956889,"y":6323.492585896856},{"x":1434.8019458538754,"y":4956.261443062792},{"x":4161.998793558717,"y":7678.636859245974},{"x":4984.191061178271,"y":7447.724423252382},{"x":6108.67293344065,"y":7215.8560901221},{"x":7581.751550668635,"y":7365.150446709051},{"x":8117.623625502995,"y":6977.082649020679},{"x":7418.213577951149,"y":6071.988101364673},{"x":7097.171695854586,"y":5783.304590156401},{"x":7068.907198297026,"y":3960.797192006484},{"x":7730.391531991102,"y":1890.8103818855157},{"x":9647.910433201394,"y":2017.0231904763157},{"x":9951.9140775211,"y":5244.666828722284},{"x":9654.218046362337,"y":7226.806590302627},{"x":9056.654980396677,"y":9275.160862224284},{"x":7253.291806242367,"y":8841.342936245472},{"x":4232.037344161928,"y":8994.846407972389}]	[{"x":698.8509238890288,"y":8449.446602352638},{"x":593.2497893956889,"y":6323.492585896856},{"x":1434.8019458538754,"y":4956.261443062792},{"x":4161.998793558717,"y":7678.636859245974},{"x":4984.191061178271,"y":7447.724423252382},{"x":6108.67293344065,"y":7215.8560901221},{"x":7581.751550668635,"y":7365.150446709051},{"x":8117.623625502995,"y":6977.082649020679},{"x":7418.213577951149,"y":6071.988101364673},{"x":7097.171695854586,"y":5783.304590156401},{"x":7068.907198297026,"y":3960.797192006484},{"x":7730.391531991102,"y":1890.8103818855157},{"x":9647.910433201394,"y":2017.0231904763157},{"x":9951.9140775211,"y":5244.666828722284},{"x":9654.218046362337,"y":7226.806590302627},{"x":9056.654980396677,"y":9275.160862224284},{"x":7253.291806242367,"y":8841.342936245472},{"x":4232.037344161928,"y":8994.846407972389}]	
35652.182575	1347520900	98572	98571	35652.182575	33615400	999	818	[{"x":2362.8971231390306,"y":9895.683151469137},{"x":1103.6782565043588,"y":5943.178003748093},{"x":1285.1909888928174,"y":5361.312843743572},{"x":1750.5717882429433,"y":5218.553229011147},{"x":831.76852734796,"y":2338.0905583589592},{"x":284.46469468115356,"y":2171.6378021601713},{"x":2022.7240894498163,"y":1054.0433652686054},{"x":2140.814234848314,"y":850.6298408940083},{"x":3694.250455019909,"y":2005.9921490580743},{"x":3634.547700828189,"y":4039.112654253709},{"x":4738.767253571846,"y":4249.517598010601},{"x":7747.805420768424,"y":1948.2869726915933},{"x":7824.954068057822,"y":906.4311175669399},{"x":8945.667581854821,"y":2420.1316646154087},{"x":7964.514983730226,"y":5570.327398214136},{"x":8720.504962878038,"y":6599.582479332369},{"x":3752.439357024671,"y":7257.733277563752},{"x":2702.7942122433,"y":8295.015537719071}]	[{"x":2362.8971231390306,"y":9895.683151469137},{"x":1103.6782565043588,"y":5943.178003748093},{"x":1285.1909888928174,"y":5361.312843743572},{"x":1750.5717882429433,"y":5218.553229011147},{"x":831.76852734796,"y":2338.0905583589592},{"x":284.46469468115356,"y":2171.6378021601713},{"x":2022.7240894498163,"y":1054.0433652686054},{"x":2140.814234848314,"y":850.6298408940083},{"x":3694.250455019909,"y":2005.9921490580743},{"x":3634.547700828189,"y":4039.112654253709},{"x":4738.767253571846,"y":4249.517598010601},{"x":7747.805420768424,"y":1948.2869726915933},{"x":7824.954068057822,"y":906.4311175669399},{"x":8945.667581854821,"y":2420.1316646154087},{"x":7964.514983730226,"y":5570.327398214136},{"x":8720.504962878038,"y":6599.582479332369},{"x":3752.439357024671,"y":7257.733277563752},{"x":2702.7942122433,"y":8295.015537719071}]	
34937.916458	668582700	50758	50757	34937.916458	7530200	188	169	[{"x":9014.437523709505,"y":9054.904284488695},{"x":6909.930842485153,"y":9109.359670280497},{"x":6650.111163861855,"y":8454.643831604737},{"x":6262.608100548525,"y":9012.994576124378},{"x":3094.4749878061007,"y":9216.999586532314},{"x":492.66279032561295,"y":9511.077117082546},{"x":653.4713669680699,"y":7664.45176397693},{"x":1753.786924624007,"y":5062.945518296256},{"x":1902.8582120409915,"y":4996.740006531537},{"x":1099.981244420239,"y":4765.086544280087},{"x":511.1461814550504,"y":3876.558680494409},{"x":1504.91808176968,"y":3123.9892708290795},{"x":3863.9442023895826,"y":1231.844450874278},{"x":6190.677493052041,"y":3443.458872473872},{"x":5828.974995535141,"y":4981.938464611226},{"x":6459.379741423329,"y":5046.676258739866},{"x":8669.643992547753,"y":2924.2645236500834},{"x":9006.97707013596,"y":5408.968704918936}]	[{"x":9014.437523709505,"y":9054.904284488695},{"x":6909.930842485153,"y":9109.359670280497},{"x":6650.111163861855,"y":8454.643831604737},{"x":6262.608100548525,"y":9012.994576124378},{"x":3094.4749878061007,"y":9216.999586532314},{"x":492.66279032561295,"y":9511.077117082546},{"x":653.4713669680699,"y":7664.45176397693},{"x":1753.786924624007,"y":5062.945518296256},{"x":1902.8582120409915,"y":4996.740006531537},{"x":1099.981244420239,"y":4765.086544280087},{"x":511.1461814550504,"y":3876.558680494409},{"x":1504.91808176968,"y":3123.9892708290795},{"x":3863.9442023895826,"y":1231.844450874278},{"x":6190.677493052041,"y":3443.458872473872},{"x":5828.974995535141,"y":4981.938464611226},{"x":6459.379741423329,"y":5046.676258739866},{"x":8669.643992547753,"y":2924.2645236500834},{"x":9006.97707013596,"y":5408.968704918936}]	
36905.132544	2824691700	190146	190145	36905.132544	62205000	662	615	[{"x":2325.981940328995,"y":1014.8920244875264},{"x":6023.540800793071,"y":1782.1248014399214},{"x":8198.699276336823,"y":1897.9639239611515},{"x":8723.083560373787,"y":1289.0561804976924},{"x":9681.865056772871,"y":5142.8361746425435},{"x":9959.83486444019,"y":5712.375645314457},{"x":9046.667023074302,"y":8654.9619843042},{"x":7986.393823147027,"y":9144.051910580862},{"x":7857.258445329417,"y":9910.949482458118},{"x":6346.246821927559,"y":9091.178447803879},{"x":6543.456387099354,"y":8339.320989009215},{"x":7279.341727133352,"y":8355.950303249601},{"x":5959.939005478126,"y":6309.411226661077},{"x":2730.8717860477204,"y":9088.187799868198},{"x":1177.0591683570447,"y":9240.507874004796},{"x":2944.012526672818,"y":7533.734951907294},{"x":2955.9545220092755,"y":5462.322621937349},{"x":2567.3184535480204,"y":3596.740839061133}]	[{"x":2325.981940328995,"y":1014.8920244875264},{"x":6023.540800793071,"y":1782.1248014399214},{"x":8198.699276336823,"y":1897.9639239611515},{"x":8723.083560373787,"y":1289.0561804976924},{"x":9681.865056772871,"y":5142.8361746425435},{"x":9959.83486444019,"y":5712.375645314457},{"x":9046.667023074302,"y":8654.9619843042},{"x":7986.393823147027,"y":9144.051910580862},{"x":7857.258445329417,"y":9910.949482458118},{"x":6346.246821927559,"y":9091.178447803879},{"x":6543.456387099354,"y":8339.320989009215},{"x":7279.341727133352,"y":8355.950303249601},{"x":5959.939005478126,"y":6309.411226661077},{"x":2730.8717860477204,"y":9088.187799868198},{"x":1177.0591683570447,"y":9240.507874004796},{"x":2944.012526672818,"y":7533.734951907294},{"x":2955.9545220092755,"y":5462.322621937349},{"x":2567.3184535480204,"y":3596.740839061133}]	
